gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0432,11.69522846473838,11.798006544176445,11.51885109929868,10.180466584289077,7.321678437161828,8.672563550596756
b1060,11.911760846857142,11.156226389463011,11.223953306694456,9.716087006234497,10.17821001129057,9.896847310868015
b0903,9.503482583043063,9.623045426282411,9.800140922621956,11.245212945555624,12.027681489263681,11.235983337257245
b3117,9.021544200059438,9.735534007702302,8.800870800544477,6.788592777776589,12.731307031171749,11.345115954871615
b3357,11.308869100615892,11.207666657903475,11.264876985702813,10.028089474007928,10.323050555789376,10.659955047272113
b3637,10.264188585915752,10.417088165509057,10.721374885656127,11.538824331835276,11.410564075605322,10.332032856867707
b3297,9.26828244047472,9.941128350302352,10.270555156167537,12.032096760612234,11.349154735457201,10.593170617278561
b4153,10.624288059496704,10.600927570073283,10.620825018032457,10.008324245962976,11.63452063978647,11.085213957299242
b1089,9.65360429577346,10.37719181974138,10.94533265203137,11.290095360682058,11.33100611896469,10.739505720076673
b0116,10.576078592899904,10.763621043826626,10.356505169518671,11.152429724729254,10.23861067073674,11.38392255382747
b3744,10.962160912403993,11.835534498890675,11.656871961805622,5.570684433814141,7.187127771856852,10.625445848827791
b3321,7.524067397147271,8.774650644376054,9.53452764314563,12.287725763896898,11.647650524906702,9.996936924778382
b0607,11.35342270700211,11.2564242292314,11.344585161647784,8.905358143408332,9.394825928073232,10.743710142601536
b3305,8.941220653035746,9.872068490858386,10.183398501461323,12.106060354396634,11.185602555800347,10.217312991698636
b3986,8.996012663551912,9.691872653455148,10.062216537931649,12.181525589654393,11.172789004841619,10.175689115156084
b4000,10.439492158816723,10.607287760153843,10.488352754128107,11.142891726451637,10.67147753198856,11.099910501119655
b3303,8.665457390818952,9.77156703702495,10.127498263392008,12.278223021108156,11.016122580530704,9.991826818773372
b2426,11.208731567511377,11.324641509432562,11.301713523112554,9.003742529782484,10.442580885709228,10.037383928495577
b4401,11.240090156071867,11.089816238499631,10.977045681152749,10.290973426887131,10.128987573151415,10.47329366113965
b0929,10.178751659172624,10.97565368640975,10.704863425654166,11.237061518514205,10.600137959258152,10.453356121449977
b3341,8.511730728399192,9.505872767974502,9.813446624929785,12.004791017486863,11.37475141323396,10.489670711987438
b0836,11.751429199993023,11.217327490049025,11.420686626402645,7.989138523349275,8.759949395240904,9.865768887219987
b3116,8.87051127062307,9.730710965551632,8.626763685224004,5.988034848894914,12.570827776918403,11.083755373878581
b0096,10.906575046660409,10.87631495153723,10.932371304366763,10.175117373979697,10.567256854748772,10.619216651097512
b3312,8.190085106955577,9.231249649749241,9.896027576930784,12.48582647579466,10.742537766787034,9.309946234325997
b4243,10.465109289340708,10.715037213821828,10.790148471398997,10.48384053858665,10.57759018936034,10.974006204136336
b0724,11.222829951394285,11.087802334264147,10.643146634710716,10.905171191527405,7.625985404402711,10.54950285463385
