gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0480,191641,180471,180061,100087,143430,139802
b3809,180558,202853,216660,91207,107909,136044
b0662,203866,178098,174854,118174,107938,151041
b3095,163788,164654,191882,103512,153023,156801
b2329,133431,169079,161201,147602,136196,184746
b3011,124187,148385,146000,115707,141085,254283
b1795,220886,97650,77762,184072,138520,208753
b3226,202549,213634,226900,79225,85923,118302
b2231,89752,141145,160814,197303,191785,145509
b4018,224576,207324,234893,99377,91902,67219
b0897,173192,114735,63039,181578,136287,256362
b3167,102613,129729,136536,206385,210248,138773
b4161,133260,139661,143762,153043,182663,171514
b1091,95903,146772,139055,205536,179144,154955
b3002,189105,193096,263794,97298,63402,114373
b0009,174785,197919,171452,120675,149554,103885
b2662,232844,83648,39724,219462,83930,256386
b3997,166849,168319,134930,150283,131296,163985
b0578,103776,119998,119650,257281,171284,143518
b1637,111854,138360,137431,174166,194361,158658
b1852,117523,115996,110693,197526,221892,151072
b3697,170647,164595,177343,115315,154602,132147
b1953,321642,153715,102470,112876,106985,116894
b0610,130819,151369,151457,146703,169732,161915
b4380,120592,133416,150737,72219,294105,135335
b2293,156787,137551,120938,170931,153696,166048
b3237,181524,153092,185503,134259,116443,134611
b1869,207446,174888,162043,99031,116133,145056
b3282,130752,155398,150806,156343,163230,147628
b2895,200262,178932,208458,99543,109828,106554
b2330,93527,144863,172543,153287,157698,178314
b3397,205822,186819,207943,89128,77822,131606
b3612,91052,83573,96842,250892,271314,105431
b2259,165720,251847,298468,47735,68082,66960
b2524,119277,163518,132954,207300,128313,147421
b0819,87281,125630,151161,153421,206650,173987
b1208,133248,150763,164905,146859,151173,147859
b2290,174837,161218,140709,121142,151540,145017
b0675,138593,145197,131758,160960,166509,150591
b1279,162022,131329,132057,137225,163914,166075
b0146,222293,220017,237196,48846,75149,85705
b3591,165013,170219,172668,85486,146772,145918
b1588,56143,76788,106087,81347,401108,163901
b2520,162322,155455,147026,135344,138271,146724
b3432,182813,134028,115389,168444,139738,144043
b2796,28561,41337,51480,447832,187765,125502
b1858,217790,231570,281521,37446,56105,53647
b1740,126465,126577,112093,148600,209407,154344
b4077,193591,207123,165381,85991,79457,144123
b1133,72775,104673,135159,177128,225401,160156
b0652,229704,222892,162888,95036,51789,111956
b1850,76335,102128,93471,196616,170855,233870
b4637,202626,161907,171058,116916,128579,91332
b2464,160713,81993,52163,228864,125633,222112
b1920,155377,180250,142642,114289,100086,177733
b1326,202401,166309,168583,92291,98463,141469
b2465,150950,75728,46314,230425,124200,241536
b3590,152780,157691,157941,98572,182988,118794
b0019,178097,213239,164959,84326,91729,135184
b0956,180954,199524,230319,88193,77512,88799
b0382,144540,164476,178416,78883,80957,217548
b0891,128469,156181,160022,126756,149020,141196
b2893,137606,169104,161823,121861,149685,121303
b0637,77609,97028,121778,210417,225722,127018
b3487,257164,204587,169162,82159,34041,110205
b2501,185154,147083,145855,130318,132216,115726
b3103,172431,143864,115426,121881,118011,184536
b2805,221560,216942,167674,71823,82777,93399
b0925,201372,156256,147380,108028,103998,135710
b2566,91644,98651,123991,192077,193780,152567
b0463,87256,119236,106547,196143,186076,156528
b1307,239016,201680,194622,20977,46890,139441
b1427,226884,243770,210103,26780,62722,72040
b4089,75974,92031,80460,319650,191985,78775
b0641,101772,105166,107781,213095,169248,141079
b4322,111870,94811,73867,262993,197191,95971
b0101,143342,144822,129311,146071,120841,152163
b1668,48767,21836,16850,368797,189828,187199
b2907,179574,146070,146449,114027,118469,127911
b2124,119394,142411,175311,126454,148440,120201
b1232,131324,167689,175398,110194,133250,114287
b4070,102802,110276,178953,13901,187911,237308
b0176,133549,146619,151861,134960,145032,118313
b2976,279441,115498,61666,114764,111947,146638
b1254,157024,146262,160022,87601,149037,128753
b1209,120913,117436,140789,137280,138436,171907
b2937,94746,129818,118149,158744,157054,168056
b2567,82059,95295,124305,172579,214913,135640
b2582,227491,212805,231651,51355,45130,53997
b1035,104182,123576,121963,165388,159846,145854
b3834,144576,181248,128335,111024,130498,122379
b2923,259437,167162,259155,18113,50812,62468
b2939,69445,102900,181843,143904,175376,142966
b3611,83245,112957,129648,173897,198165,118024
b2017,142007,115120,118112,208628,119608,112331
b4040,210208,195349,162405,84508,58196,103154
b2183,102073,114684,149906,129418,183717,133431
b0779,160068,145048,114516,123157,122019,148102
b1356,209176,157494,235169,55238,70029,85720
b3030,96663,138545,133817,145403,189838,108261
b0838,139734,155921,156449,105155,107047,141778
b1584,142033,150651,165157,116434,104132,127474
b0092,107761,93585,94693,203985,181008,123121
b0839,166320,120853,113465,149139,103061,150541
b1049,128679,142443,124860,151888,142786,111011
b1809,84310,115681,98332,230893,135102,135791
b0782,150855,147422,168444,98184,79955,154891
b2619,159654,148354,170086,116642,81103,123200
b4062,196416,153197,119523,167562,66654,92477
b4021,112158,156753,172314,93778,156267,103882
b0737,101751,120262,182421,103982,158505,125170
b2730,74978,96035,107789,81337,344389,86618
b1593,103592,115648,156344,126248,162287,124630
b1724,173861,153859,129228,99388,82222,150180
b1865,71603,86251,103502,204522,203383,119130
b0386,113388,125663,103323,175656,127554,142650
b2568,64909,102505,113739,205005,179588,120886
b2837,181580,197749,220186,54150,62026,69135
b1180,162662,179376,164871,86714,75800,114624
b1272,147071,157468,155603,84035,121038,118558
b0200,156697,163613,160578,81700,114367,103175
b0743,129894,94877,120017,187051,141057,106730
b2901,129520,147310,142909,121700,109188,124959
b0411,58961,64423,53702,257149,210842,127194
b3012,189910,131437,101850,103606,94759,150145
b2688,97370,91330,98973,201181,145887,136514
b0676,131383,121956,123588,123655,116175,152253
b2314,151291,149478,133955,120702,100766,111359
b2991,131956,124541,140838,42642,189893,136014
b2672,131946,87910,67888,203880,144067,129924
b0888,85222,108668,114964,244848,97788,113102
b0243,88002,104438,113828,189103,139136,126729
b2299,126613,136498,136741,155276,103006,102738
b2659,304622,139912,54159,158138,31613,71768
b3924,169913,162077,157666,84161,87771,96842
b1101,125022,98111,95076,164939,127197,147531
b1321,49556,75448,50822,250186,172148,156896
b3198,126228,125988,138573,127738,129061,107440
b0425,164880,160886,168620,86672,82283,91664
b1492,331451,106552,76156,8138,43191,187525
b3068,144296,153467,112047,103938,77224,161295
b0002,201550,198258,231490,59061,18546,43015
b4140,92762,131128,153984,137966,116932,118342
b1034,105341,117019,108633,147293,136209,135931
b0452,169118,159704,131029,96076,77052,116897
b2114,51481,87719,102276,185031,185921,134857
b3056,137584,127492,122309,102175,118500,137883
b1914,141940,149567,173662,72747,101450,104565
b1895,261345,142672,139507,53705,66275,79876
b4039,178408,164322,170947,73826,53349,102050
b0420,100301,139966,122400,122222,153198,101119
b1603,90615,105558,102089,151490,103983,185409
b0175,106839,142672,143610,113838,131464,100713
b3386,106083,133805,112582,156171,107473,122324
b3602,139862,126575,167076,129978,110426,62932
b0665,79916,49189,85345,212421,221657,88288
b1911,218036,125767,160022,56438,67462,108908
b1919,153601,127593,126948,85550,98855,143568
b0565,12935,13007,18787,412741,140710,137429
b4324,135060,141041,165604,108776,92538,91753
b3867,147673,135713,118910,101323,123140,107107
b3555,227171,107759,63239,108653,115858,110360
b0810,177887,194367,129957,83929,49199,96565
b4162,132052,144040,147127,90903,106139,109450
b3256,59806,83223,86768,249368,171824,76394
b1651,98944,91242,95307,170009,142420,128212
b4786,105771,103408,128018,149103,88041,151745
b3409,165048,162200,149823,119120,75342,54111
b3223,42155,46661,36179,386301,160095,54220
b0408,80415,90196,93779,182765,159570,118780
b2570,149107,133452,115016,78126,156985,92771
b1198,119262,104584,104877,135678,159965,100094
b2187,81184,94877,139668,151038,153322,103825
b4216,167708,169200,119656,100690,69985,95446
b3967,152862,148340,148272,65703,98145,107466
b1761,117916,129260,120374,119177,85197,148419
b2249,128513,121271,122112,108900,123983,114488
b1477,159584,146507,158899,91161,75230,85964
b0678,89353,83530,81709,173040,133255,153553
b4046,160911,129016,173047,55338,88222,107152
b0225,183235,161679,192141,42607,54016,78320
b2844,173152,205568,170311,70607,23528,67504
b1231,147249,112450,216501,43253,65802,124642
b4295,140206,141695,176235,83687,78549,87885
b3062,226319,198127,279379,404,769,820
b1929,41513,101781,91290,179761,158072,131361
b3224,17617,14396,16206,477298,136819,41191
b1015,188667,187580,130754,80888,11840,102790
b0712,139251,125991,109940,101140,75602,149926
b0910,80153,101986,116975,135451,150597,116410
b2471,91352,96762,100854,147267,138394,126589
b3569,84628,108521,106546,50309,217434,132263
b0050,139442,139297,100331,98235,110154,109046
b0931,100085,110538,127033,131413,134961,92058
b1857,143786,149356,154362,98251,88591,60680
b3848,119243,116973,87167,115377,123788,130817
b1114,44851,56285,43545,253812,184349,109687
b0354,117849,122972,116164,112338,125732,96565
b3770,132877,138479,114252,84204,78519,143290
b3866,126856,104888,101034,137689,97180,123668
b0442,201400,160927,147978,23390,67242,90335
b0104,77335,106171,124462,187817,101346,93869
b0870,120866,104931,99655,118270,107299,139602
Novel00076,184548,178169,186276,25851,30345,85356
b0083,97294,92091,68643,176125,156640,99505
b3210,139323,137696,134208,78554,91545,108660
b1662,123289,122241,123880,132286,98496,89216
b1839,133502,110322,103406,113592,131744,95839
b1210,120468,118863,141308,87745,112354,106672
b0028,48184,79000,67565,204251,138449,149721
b0111,162883,167493,145798,49020,78319,82867
b1955,228781,123095,83737,62627,66640,121315
b3599,98826,87612,84191,139582,120624,154296
Novel00068,154223,153554,148750,39881,105754,81934
b2630,128028,115852,122773,89460,123830,102653
b3702,78851,79664,82177,148475,174511,118613
b3127,88208,144326,140244,65177,155367,85932
b0093,109037,88788,95705,157502,129566,98607
b3438,141240,148664,145080,76040,72224,95900
b3910,163487,145827,129203,67539,60075,112322
b2262,59583,95962,70872,179684,124221,147790
b1423,256032,148225,69891,61549,54332,86588
b2502,100832,108095,89558,139717,134409,103274
b0088,63848,79452,70959,177638,153479,130094
b3191,115724,112933,113757,107128,90366,132319
b0401,94686,108871,97104,110853,89571,169427
b1068,141943,149722,135776,66978,68099,106956
b2467,104975,109172,103348,107019,119492,125017
b2303,108782,104863,102273,145508,84746,121761
b2916,135664,139741,141228,75532,72991,102212
b3199,120583,117324,123350,101700,117604,86793
b1738,153219,184928,135595,54212,84702,54149
b1591,81406,107975,119691,49817,207408,99593
b0094,90026,107544,97179,133515,118093,119404
b1419,99287,87699,110360,109873,124115,134144
b3839,79407,92369,92059,135326,157766,107803
b0242,52853,66073,65951,179941,155789,142898
b2511,65583,69443,71700,184616,168868,101482
b1892,115514,146668,183729,28979,78790,107530
b1799,157778,146093,112050,65387,79533,100148
b3459,117064,125767,143770,80424,86585,107342
b3260,36315,41141,68084,175580,231281,108132
b1234,108767,99762,108094,102261,143877,96656
b2525,90241,98318,102395,152459,105890,109374
b1033,117147,89291,87254,132861,100765,126579
b0864,90923,93391,72877,138857,137891,119216
b2504,129459,115286,129185,98296,56644,121568
b2148,76372,141814,92594,171522,20746,146219
b2811,133007,126900,138398,82528,70335,98056
b0261,155123,154928,127435,45710,79931,84455
b3810,151883,128846,131770,68026,75928,90486
b2827,102001,105676,87559,136887,121557,92452
b0462,51262,66171,65838,228217,131100,102057
b3779,113131,98016,96337,108026,133814,94865
b0632,68943,95466,95723,150256,152803,80585
b4395,106641,121885,130142,106475,76485,100908
b1598,134251,107917,95001,110922,94883,98881
b0611,106819,124260,139796,88382,97610,83488
b1054,114843,124538,160717,62672,81142,96340
b0654,170575,190319,121150,43827,31031,82882
b3020,129034,163413,115837,60970,81741,88535
b0356,59714,59824,47286,252609,110856,108272
b1794,107557,113100,153628,73339,97521,92612
b0090,60907,55111,62181,192203,154203,111600
b1619,51187,40175,48757,240793,89619,163600
b2300,110217,110282,103510,113939,89861,106184
b0029,37630,61186,48293,213787,147525,122371
b0270,97256,93969,76019,50863,175700,136693
b4432,274148,117752,144726,19374,25133,49297
b4382,136177,108497,94949,77069,96297,116866
b1540,89553,105446,135565,84733,109910,104336
b4392,132714,118542,107177,89795,81692,99170
b0781,140137,120431,152910,52734,80194,82435
b4352,115865,106361,97318,113203,101143,93754
b2517,36936,58655,76340,176770,170702,107637
b0975,216158,124911,148592,8962,56281,71790
b3764,96722,112287,112346,150748,76079,75689
b3195,107729,94817,116164,93350,110291,99937
b3750,91062,87316,76698,145259,121752,100078
b1913,104347,111793,131911,72073,100018,100516
b0061,165140,127212,131972,61804,50003,83246
b1418,108891,95055,120544,127628,64370,102566
b0048,102098,103758,122684,83743,108433,98289
b2979,351041,130686,65182,4412,9736,56946
b1856,86210,109638,100997,103006,128239,89089
b4334,95717,128605,80219,36542,176204,98720
b3355,159466,140126,112935,55500,63397,84482
b3811,126956,124505,104006,73640,105310,80648
b4071,74929,94639,141960,9078,137008,157073
b2580,127231,101099,98101,102836,90968,94286
b2388,109311,101898,101381,118998,106634,74887
b0506,92031,102340,109623,108884,82443,114620
b2743,108807,89862,103619,118251,90940,98215
b0239,126585,122568,126347,61817,76373,95867
b1185,79677,112424,119640,87470,124059,85420
b2828,89350,117344,96086,96530,116170,92596
b0469,38003,55593,66676,147860,192238,107361
b2494,137391,117291,96625,79189,94239,79604
b4323,54538,50502,36692,228912,152921,80674
b3908,67845,69398,62102,325815,46035,31722
b4163,194841,154450,132650,22575,47019,50098
b2966,124246,143293,203870,32542,51569,45827
b1710,93252,87186,90737,135649,98793,94166
b2378,87472,75014,80619,68527,192142,92745
b0086,50719,53058,49926,192258,142791,107193
b0143,40856,66092,87222,158492,141697,101479
b0312,141698,103368,67138,190274,43456,49336
b2320,100778,97929,83600,107353,106994,98567
b0102,75347,89705,83022,108879,107963,129940
b2526,88380,101646,91120,125265,92750,95603
b1781,124327,102182,94329,77830,95219,100873
b1840,134081,106991,81203,112303,63713,95380
b1119,102446,114551,106506,77535,95401,93298
b1214,103594,89434,89494,90022,114703,102389
b4767,95874,158863,126333,40850,65418,101647
b3999,94555,82568,86645,112805,123294,88512
b0410,117016,92036,132432,80292,83487,82294
b1413,77686,67926,72119,168802,120854,79356
b0085,61012,58488,57642,160765,126340,121819
b0192,97936,91038,86651,102729,101174,106169
b2292,140123,129540,184728,25607,54332,50664
b4042,106057,107703,106681,93657,88841,81648
b1748,253237,126213,47967,111008,10180,35250
b3292,78624,89355,43574,140962,113060,116577
b4685,36998,37264,23707,169453,257026,57224
b2954,52232,75658,75431,158037,119010,101163
b3546,100332,143507,142904,26654,97977,70149
b3620,95635,86968,88799,105227,104023,100557
b0798,151101,140609,109001,25627,104221,49353
b2949,129782,119031,107833,72884,82713,67089
b2235,73569,90442,90976,128727,87093,108018
b3183,33363,54896,80079,157759,180400,71692
b2527,80285,110493,99549,109251,85211,93357
b2041,31329,48176,68370,170059,165095,94812
b3701,74292,78590,82409,124443,137727,80289
b2615,137377,106642,119971,67340,68581,77403
b1861,116947,108505,92039,83903,98247,77360
b2234,67321,98442,100381,106629,116627,87404
b0215,93922,97589,115207,93587,80655,94303
b0661,58390,63898,68613,128485,141956,113380
b3064,81188,93767,99580,99346,106642,93218
b2473,125593,90442,104850,79246,70904,102545
b3784,70099,74883,93201,96020,150441,88768
b4769,179222,120177,152021,40850,28484,52421
b0409,50600,68145,69804,155836,132349,96224
b1120,82476,98617,80202,101542,103763,103856
b2802,79606,146256,117133,55134,99029,72330
b1855,101382,105582,90712,98091,96225,77490
b1325,105479,112313,84981,78402,95858,91852
b3553,73768,101645,83212,128835,87324,93042
b1233,103313,121291,146077,61409,69729,65999
b3646,47351,63223,82083,91616,153607,129646
b1726,131639,111168,124859,63215,64519,71518
b3017,94692,96483,100792,97572,80817,95715
b2690,100423,98780,109221,83646,81109,91675
b1570,136966,122890,133352,44755,65117,61672
b1930,25614,91011,98475,139310,116193,94089
b2186,86393,106303,93981,99816,104194,73737
b2748,86447,102118,101553,87985,90631,94973
b3189,51206,68673,76074,153772,115169,97616
b1179,104585,122049,122341,70457,66993,75429
b4108,60860,75859,74772,128022,112826,109374
b4350,128412,127688,114334,53060,64040,74076
b1624,117692,125807,112369,53918,62236,88892
b2742,102369,108409,108226,86323,69506,85964
b1975,129275,91297,124462,58552,46610,110360
b0123,105134,140119,88729,72614,62407,90828
b1990,133772,88607,71350,95098,75768,95101
b2873,167890,128005,188771,1149,54816,18990
b0109,117523,114231,106860,58808,78726,83325
b3933,63719,77381,71177,139657,117172,90357
b2605,113873,139220,128548,45417,76879,54837
b1664,80639,89781,70909,124598,71318,121290
b1286,41998,63782,73685,161628,136257,81102
b0313,132513,78426,62866,174239,66586,43356
b0633,84662,96548,86991,111635,95018,81934
b3493,43719,73336,90039,111358,147184,90495
b3650,98883,100900,104557,80887,96874,73861
b1859,139278,129927,151268,32743,58707,42965
b3096,133590,92578,121684,47233,77279,81045
b1708,101221,88713,108402,91452,82194,81168
b2171,50762,56189,96069,138805,131777,78292
b4269,81748,42087,30592,160998,102512,131620
b3998,105193,93576,82631,97931,75834,93609
b1674,7872,18454,32668,45541,365992,78150
b2927,101104,106696,120330,76054,64279,80173
b2232,72172,74915,87868,102041,116471,93188
b0087,39554,49238,49351,154801,127392,124117
b2537,211106,167501,103089,27921,10637,23781
b3934,78864,102640,94204,108576,88738,69862
b0976,199701,116416,120317,7679,46337,52276
b3147,73387,76971,72352,108413,104493,106865
b3573,64340,67217,106681,56622,163561,83119
b2988,119513,103318,97562,75902,76848,67818
b0817,129200,117526,122068,45826,49133,77110
b3804,112051,95273,83790,88316,80514,80871
b1876,45749,62472,90070,122268,126605,93176
b4825,70202,69747,107626,52057,136118,104012
b1784,153906,68042,41252,77596,100069,98370
b2418,66624,59636,67427,112770,124366,108223
b0955,66269,65704,78330,104248,134810,89491
b0707,138954,84831,48634,85785,97485,83094
b0958,115795,105217,89110,77856,67630,82770
b4539,82957,80228,91621,142735,75551,64918
b1682,107611,55896,41130,78583,116889,136731
b4024,133454,90055,118891,42938,82057,68914
b0917,105000,79721,107556,59601,84051,96791
b0699,40878,43745,71121,89989,168126,118357
b4763,161143,148142,98173,49622,19063,55857
b3052,54336,75659,74320,139045,88735,99739
b0672,58070,41429,80952,148503,122466,79849
b0447,79117,98641,124810,80899,85976,60950
b3536,107318,97178,127448,57611,66910,73398
b4411,153499,76430,51164,86703,81383,78828
b1255,101885,86324,111843,58146,95642,73870
b4568,127316,31054,19756,181557,42198,125688
b1329,90763,108676,104699,77600,72389,72718
b1211,47693,74322,74027,103766,144894,81623
b4375,23726,51994,58373,180435,136117,75482
b1107,72679,89728,80323,86120,102215,94871
b3003,55574,29748,20071,193173,72504,154130
b2432,77124,107135,96958,74254,105466,64089
b4656,92532,116290,97485,64327,77386,76744
b0871,82040,35313,23086,137237,94178,152058
b1896,90307,91435,96912,88752,80355,74812
b4331,129910,119044,124846,46812,41711,59654
b4224,70654,97153,66041,116229,103578,68318
b4119,123373,93490,91812,36151,75736,101326
b2708,31753,41488,34290,213512,142500,57922
b2435,104757,99264,111096,70009,71790,63933
b1810,99894,87757,83212,77615,90113,82218
b3512,161260,118780,121229,6499,26483,85592
b1604,69394,96000,95505,88963,82533,85485
b2865,114958,104029,125943,49766,50145,72697
b0280,117123,105328,111036,45852,51437,86711
b0381,55542,81624,75846,126580,89389,88439
b2508,40376,72128,98609,110855,128148,66351
b2011,102215,90303,89760,76208,73331,84509
b2924,70841,52391,54828,159131,84992,94017
b1406,85992,122115,88282,56365,84631,78636
b4213,67830,86605,67746,89707,91989,111041
b3830,133725,76652,48046,107532,52170,96768
b0862,74988,61275,43744,130071,95344,108744
b1087,111496,103480,84525,75625,65865,73007
b2794,81809,89474,75959,83721,95892,86377
b1322,27389,50844,29533,178056,120987,104748
b2475,95487,86368,97421,87516,71929,72232
b0127,79680,83392,78026,72182,105421,92145
b2952,60627,89612,79870,100072,104948,75617
b4680,66107,60554,126684,61275,99262,96565
b2745,61783,76179,71172,136673,87893,76621
b0924,34182,49544,42974,177494,121340,84644
b3823,114684,102612,93797,34535,85314,78638
b2026,68267,61376,69552,95517,117287,97106
b0031,71200,90576,86630,80359,76171,103110
b2744,73336,72841,76021,119012,86859,79077
b3673,37488,54623,82104,83252,137273,112036
b1684,119434,52261,42933,90335,81683,119781
b4834,31952,54499,76011,18383,249558,75527
b2039,25983,59699,54792,188133,110095,67192
b0526,36631,66785,75739,114239,121065,91250
b0129,154299,114454,104141,37238,50732,44669
b3638,130698,120064,112183,40667,44822,56417
b2892,65065,79009,74289,99793,105370,80956
b3166,54098,61042,71121,142911,101441,72873
b0345,160170,127896,89542,43000,32422,47079
b0827,83863,93748,75868,84080,78940,83172
b3346,76804,98108,83442,79836,79940,80366
b2660,143083,68846,31399,128924,46035,79965
b0470,74912,82369,81750,79417,102050,77715
b2040,28401,48071,53696,172796,126538,67319
b0890,78864,79558,82618,91806,89404,73642
b4230,173020,115225,49598,53392,26500,77768
b4393,113210,106152,121852,51719,47513,54674
b4050,161775,104202,131047,9078,21739,66080
b0969,88676,91467,77102,71302,105461,59695
b1132,42012,72352,99952,94490,98738,85091
b2810,99251,79812,95536,63511,67892,86339
b0653,115172,136884,93168,49746,27391,69895
b3639,49377,80068,81256,99767,93907,86769
b4148,95903,106519,76489,55495,72309,82770
b1441,99442,60858,27775,96808,96376,108074
b0190,95568,89066,87338,57909,87927,70946
b1464,90903,103539,93257,55655,68473,76844
b3888,95799,87571,91972,59790,83490,68557
b0636,49345,44789,50605,136691,129140,76403
b1681,107406,51810,33841,79195,103456,110750
b1607,156872,122772,117159,28814,27744,33009
b2066,48053,73397,97708,83037,99706,84317
b2576,56385,63433,63170,106119,108699,88164
b1112,112740,55896,65125,123976,58413,69296
b1261,133321,122326,101321,38387,34352,55180
b0968,108045,81140,64812,84336,66268,80100
b4079,92738,78067,108693,23905,122095,59110
b4231,177877,101522,37917,47618,33850,85762
b1793,93327,103901,111074,38928,65802,70760
b0713,101214,88293,95796,62359,50309,85585
b4068,125358,98484,59437,104654,7398,86711
b0128,74766,81343,74303,71210,92092,88030
b3124,63530,96575,82245,37856,153604,47091
b3129,97586,66876,68105,98478,92018,57643
b2784,78717,88759,81765,71831,86199,73326
b3250,47424,76402,71459,89027,125954,70324
b4327,115590,111793,100891,18409,18399,115079
b0627,85550,66582,110604,61275,83015,73032
b4262,91316,76180,86586,70611,75029,78108
b4078,95040,81414,77692,57368,62822,103162
b1688,87588,80003,77064,73112,63933,95784
b2220,102769,135627,113955,21840,64232,39056
b3197,94304,85798,92252,62579,67373,75139
b0388,83273,88156,96318,49254,82270,77567
b2136,152841,77907,89546,42120,43470,69475
b3911,84165,68589,63939,96596,74856,87107
b1683,88379,44401,30757,87383,92928,131275
b2319,38769,58873,56655,111069,116295,93381
b3572,76052,89996,85754,85414,60586,76961
b4054,102906,93675,80681,65689,67924,63498
b1927,71556,47444,36564,132104,79563,106911
b1448,111749,93053,82632,53129,54184,79102
b1918,91436,84972,73672,54406,75245,93534
b4686,52409,57407,86498,99365,88181,87990
b3194,67992,74100,79500,82796,90283,76533
b0914,48884,60019,81521,86535,114415,79504
b3887,86935,78485,80011,64073,94355,66896
b3439,110684,81917,75413,57049,79023,64932
b1266,109328,94111,110492,45297,54784,54241
b3674,130266,100681,85474,29530,58653,63490
b3131,105553,81567,93247,62032,56392,69077
b2942,81350,84498,73569,115866,62281,49447
b3972,83431,98104,94396,56214,75494,58719
b1757,19542,31281,34745,111120,193971,74923
b0406,36257,59167,72492,119183,113633,63545
b1143,80926,87767,101535,59842,53152,79866
b3816,58947,62068,54519,96778,123019,67017
b1743,90319,97646,64536,67327,53068,89242
b3149,91871,84554,76897,66978,72294,69465
b2533,19733,29825,36025,149073,189571,37473
b0389,82633,50656,69176,70850,110861,76735
b0748,51030,28684,94750,133838,106304,45741
b2033,28933,70934,56319,145775,90433,67784
b2522,46737,57407,67139,125863,94180,68602
b4280,4884,6144,4862,283323,122322,37576
b4362,79328,96576,110238,48793,55529,68362
b1186,59333,77646,59256,97754,85542,78905
b4088,12995,14512,14703,251386,114035,50582
b1280,90252,72379,68386,76777,75559,73856
Novel00279,88142,92064,116095,43253,41126,76278
b0357,39600,49821,40585,185602,73180,67775
b3813,65118,69696,61701,84193,98837,75997
b3549,86267,74925,67811,64535,79887,81889
b0826,78270,75795,69343,78596,70226,82549
b2472,65794,63627,65399,91261,85948,82183
b3966,46054,92343,83177,60844,99873,71689
b1827,71894,101630,112945,51063,42569,72946
b1449,80839,95799,74770,49351,71996,79740
b1284,51475,58356,58248,113564,88455,81887
b3293,55895,59532,62014,116240,93473,64601
b0853,84262,71013,100643,57807,81755,55874
b4756,77318,81393,164701,23650,68143,35819
b2631,97620,71223,79151,74123,71836,56515
b2560,96457,82526,81521,63395,60095,65851
b4551,113138,108456,77225,40850,67248,42826
Novel00291,172064,101199,59061,29461,19837,68115
b1863,27354,35337,45064,157297,129472,55180
b3978,56411,64840,102414,96407,80791,48558
b3423,64421,87827,89300,72754,56572,78402
b2034,30002,67042,59787,140446,81986,69850
b1867,62492,62403,51365,102666,89603,79120
b3527,73363,99471,95030,26442,86765,66570
b2193,52504,81774,89395,79431,71450,73062
Novel00365,122914,56922,69000,91070,58441,48599
b4624,139069,106203,90679,27233,43157,40465
b2946,98257,84532,100779,53407,60491,49300
b3746,63236,50071,74185,73432,111984,73647
b1235,69888,61850,60600,81338,97909,74117
b4235,87947,79073,84446,53531,57301,83076
b0049,68381,74197,59225,80247,83489,79530
b2906,80449,77363,79812,58474,85626,63299
b1260,102669,96000,82886,58162,36965,67488
b3193,55887,60453,74503,90359,85001,76772
b3399,57707,56648,54537,109911,91734,71759
b1983,43272,61042,72981,104433,109645,50793
b4557,13665,33798,51480,143451,138505,60955
b2682,95786,91343,90636,55795,50736,57199
Novel00133,168562,115001,118566,1759,12204,24381
b0580,93452,84181,89330,65951,44925,62493
b4467,255929,73569,36868,21026,22467,30430
b1804,75483,75817,84267,63448,84432,56647
b3172,78698,79602,59175,84801,69823,67620
b3671,61893,57981,57604,106007,44338,111242
b3592,89445,85359,65691,72041,50003,76382
b3005,100143,99196,106681,65015,42671,24093
b1787,89191,82514,70803,65166,60729,69303
b3825,95293,78353,77743,56424,70318,59225
b0738,63692,73877,98102,64275,74967,62126
b0219,81854,81343,100662,57699,50177,65056
b0668,44659,44717,78944,93139,120150,55180
b3019,61727,66066,62408,109476,82257,54447
b0677,63057,61004,65179,107192,62742,76791
b2746,40766,89085,75677,93445,71533,65181
b0250,101702,73812,73173,52372,53781,79940
b0055,61354,82817,94327,55869,71019,67758
b0459,90058,82022,123495,38186,34620,64177
b0268,91536,87073,74290,77521,51447,50263
b1344,62905,67362,89585,72535,82497,57125
b2020,73756,67076,52605,62355,92387,82706
b1123,31822,54295,54105,152515,61880,75892
b2291,87555,95862,96813,46978,45315,57939
b1860,67131,81605,67586,63760,76223,73682
b1917,79363,68144,73529,49150,64788,94971
b2535,74312,43722,29606,121116,88538,72109
b1117,53237,71901,83430,62497,83659,74281
b1846,99093,91975,84618,29152,63559,59695
b1521,77701,68138,75052,32410,132789,41955
b1431,49275,60408,58603,93974,75709,89575
b2079,79974,90918,105796,45935,50714,53577
b0454,98538,82125,108733,35823,43821,57727
b1703,66582,78215,66580,79055,48249,87732
b0121,43919,53962,69029,102762,82611,73700
b3785,52195,65666,72598,78540,89777,67196
b0173,55374,56457,54277,92758,84498,82148
b2900,88707,70408,89243,60097,43821,73219
b4361,87187,99068,81095,49817,56631,51367
b4067,99574,80389,49267,102571,7250,85679
b0657,39976,52845,47414,106227,80561,96592
b2125,59741,74063,77344,66552,87610,58169
b2317,64638,72411,75889,59233,84275,66968
b0877,34085,36476,36903,145999,97476,72351
b1732,32498,25353,13724,217254,41211,93015
b2594,60918,71793,72263,75579,80455,61761
b0753,124463,47534,27720,89742,47711,85594
b2912,84128,79416,81323,56922,65939,53672
b4480,103882,92229,74296,38516,51604,60107
