gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b0473,134083.2295030489,307751.4810951147,190963.94470717895,3137266.0777147496,958210.2224838919,1113029.7715456467
b3928,798298.0423220032,796085.5488457017,843112.2871275865,728824.2159400693,845456.4153033633,955530.3206867317
b0670,332818.5219940524,394447.7722588689,828038.0919803897,1539673.9789209752,1594408.1979711957,713900.8666969696
b4203,171006.47852481093,344114.0665615483,566552.427588828,2667416.602870215,1353127.1386213806,566828.9847032888
b4201,106823.79876099844,287128.8028667669,404208.6565455744,2992624.124865377,1431147.9663149887,553398.1742000659
b0435,1167882.56995773,756353.5389868536,614842.587603364,770017.7429610708,678255.773575874,796044.6157360255
b3472,933969.3517333994,1064760.1604124268,1023491.9854269037,501312.3296608539,489411.20774504077,673254.239316154
b4202,138512.64252820288,356819.010950399,527819.6563920578,2528148.967099555,1468050.6503288765,587474.1500311011
b1064,1048995.6223362805,1055740.724951303,926507.7928375317,413915.0757001579,459930.1409025587,711408.7699987798
b4227,1325330.9140531973,1060696.0851226398,509209.9515675681,555355.6687160964,214068.85654478203,876279.5247509361
b0655,1213257.8462355435,1234851.3132766287,843702.7766640252,395710.52277860325,203380.8778792966,535917.4414456147
b3919,519130.8051527625,558543.4263064618,572618.8719773341,1167050.3111988134,1293392.977319095,949749.7168136114
b0436,242268.23961405933,483119.59176832566,620935.0283865561,1910394.8408391636,1294147.2978809732,708684.4310976523
