gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b2412,287692.8011304077,310659.6425900675,318969.2636982597,417752.00921434315,416426.26661946456,362481.29731844604
b2790,420160.5700370344,450601.4763476685,473447.2684636707,147853.75331821965,238835.12475793468,220411.6366547062
b3833,296794.1418465224,362375.2992789865,322100.9008152525,397306.63491732726,390101.7775273147,319286.36850539636
b0658,238790.10992316663,265216.0586861557,247788.34972005407,596265.9935015271,340104.135778036,477118.8059018566
b3049,437052.1076631602,480640.5334070673,579502.3459131138,85936.87008233776,107670.70179798154,200877.84040761855
b3089,594832.9315423948,600235.3440543255,333301.6331542389,92365.69133773801,56421.76146405357,168639.65333316333
b2922,344305.1117941823,294854.49697405385,319598.7478267273,526005.7374914321,256669.6710002755,337357.78120065265
b3956,279040.50369872234,294450.20280097984,264033.3110707873,436573.8647046766,498211.6143002864,343551.9670790044
b2830,385416.0414806651,410592.89252042206,484606.2208826261,231022.5499367523,219326.67154103474,229106.4029646884
b2879,441742.028377713,382246.35788557405,542861.3560458972,4091.4240023710495,397862.189692866,137374.97467102227
b3092,355359.8690281015,305980.8563871292,254453.63962900496,257056.27433844216,635495.5956213922,242513.8832009495
b0786,399444.3414395243,337448.7258081873,340766.3121997836,303316.1196934802,304115.1358250148,303040.0189665591
b1818,172686.87046723953,220445.0732701761,217385.5661348046,497786.0050501979,662871.8838068652,405889.37993419194
b0684,232184.32334874064,296264.9323278461,291546.78107522393,431622.3933601803,428292.3547071009,408292.3974312549
b0767,195231.34672278294,215961.083350628,186460.06932783354,685198.0208678973,412110.46697278746,463725.1117324366
b4206,375308.6560541393,427038.4768606007,470825.3463710565,194729.59616260987,216700.12498363413,225000.2759794157
b0902,316016.16718051356,393000.5828893426,465162.7745428504,239368.5328698186,271025.3710832187,262495.19638703123
b2595,235826.73716808305,287284.0885832431,253658.89270574797,402662.68088406755,532572.7456229007,362041.2036462125
b0181,218485.37395215445,273401.17799011763,266637.59275272174,512046.60794458655,419578.1224883453,396265.64481245895
b3713,439992.7935624102,431263.35096922406,456719.5169259122,174888.47364010682,195697.19628733234,165641.71402857502
b4558,282576.52398725925,349703.43350429647,450812.7646761914,283028.6600070821,302080.00491941546,288279.3832465149
b2571,376401.53666101675,385283.1584355958,295745.19881700916,190187.919758064,404757.31708242866,278273.8801199529
b3686,11572.64339122263,10416.088059015798,5887.254953706312,1158341.5161851542,954651.1043398187,254525.7892862243
b2065,269655.18613200175,393674.1002276682,352793.3585127171,308884.89360675524,330256.65201091877,316712.61587284034
b2518,232401.02193721954,476509.38203856564,485608.01052070357,454640.0792070123,120572.06239386073,188553.0966517199
b0177,195327.57028373206,290556.11483396246,256962.2917162017,534837.2099711912,460211.09284892335,341213.6380494263
b0659,222479.82518960343,238364.49364128814,255238.17368292104,588833.5661670764,369162.59423060826,396110.8166771672
b0133,274521.12555560784,285375.6363162551,272206.3918715248,440769.69506117515,346791.5003837324,391689.7310879105
b2285,232324.35601060968,291861.8012429128,229233.42301293838,664015.276694856,273461.8619121962,366516.3730361533
b3554,279501.2815637551,280423.0326960985,276455.8739600146,379038.13310386956,468703.39663945814,315297.9533216126
b0428,272411.2479630892,354679.92723468016,235946.9919405918,657345.0157455358,66693.03409144352,412176.88688039075
Novel00306,302359.46227410017,281239.8906957866,318328.63825778384,140900.29013332876,270786.9160699177,595299.333663417
b2340,452316.4501122602,391226.28277978377,279717.4930504373,199758.06719327514,315111.217255211,221423.32186750325
b4031,136786.8768741072,221935.44860818982,247216.4290369626,127105.60059423401,1049488.9128229679,278786.0855264319
b3417,77306.63471082464,128079.47517945229,146647.51930892793,218462.46553521513,1430627.37888496,165650.19776201565
b2896,378909.6076886825,468285.67101808294,367422.8296222504,147001.536452654,214422.99765364503,254288.2447498862
Novel00144,304434.1361248081,338179.21187090053,376587.4871917245,141009.91680516262,320674.7740754488,403465.15310352726
b2875,387092.52189622587,430877.433804017,413185.76869624254,61379.19051212531,278267.5567594671,232338.70540557455
b0026,138054.99388466435,209379.35798306184,188918.58551099303,744619.5922401322,484784.9443929271,337015.2504629866
b3094,352846.32186282077,369239.1117173112,382423.6777987262,231776.8858453234,274754.47695954615,244007.0202865032
b2532,272466.00933923916,332490.60908567056,396591.71290258336,285125.9226456181,322754.7628548375,292582.75703428267
b1723,320303.2006276778,340468.98705112876,327176.6968776894,309730.5850751879,252429.42145682246,335430.9132429459
b3176,221189.02132321274,313690.0111873359,297697.71374645946,418254.46479358175,441380.2296203146,275526.2109518637
b3780,256535.14271185742,274083.88383237674,275079.9219269926,369652.0018678081,486619.39533683745,287313.2981009613
b4056,380322.45119335013,334765.6826596052,351655.0878025383,195991.6079681259,241462.85178569815,321208.9945963828
b1713,91418.64134465584,129626.81924185372,139799.32619450786,1044622.1152694911,464275.45230830775,294566.89019271376
b3831,201251.9688777785,225257.09278015012,201409.85315760472,416427.35359635064,404118.68261611235,525496.235380461
b1014,289770.60420261,322197.6469793637,208555.1479255788,490872.99932753143,96261.45574077847,490900.63087618625
b3843,293539.75149247074,370557.6620317685,434675.50267487153,259177.0284066568,220357.22216782608,244875.54249748934
b3118,159497.98417422106,228086.23314127483,183380.42500021268,50758.45413850629,911364.436603494,425319.25044663163
b0884,143575.7229059486,205441.16519716365,310033.0030249553,534587.9398007118,535142.6296028831,272542.0577141164
b1912,314751.9616968243,348295.7547016842,436783.99597243767,195771.0495450316,266924.41704258515,241739.74252449052
b2620,267821.4623363534,327940.4619378013,372197.81026046386,316896.7762066136,318966.6334603663,256963.80218372997
b4059,216236.24600314038,251063.0060773854,205565.56253669152,461051.93442986684,451513.387215248,368097.5288561537
b2573,438624.5414640361,335447.46965147095,336091.6033696446,172988.27799498648,307586.89916223515,183473.46125413306
b0179,172317.62233091443,239981.67033358416,216196.23107792117,596572.6871667766,430092.57201048784,335357.7410420203
b0054,226450.8072658453,280944.02086912794,284524.96918200824,452921.28960218845,406140.8283477201,274244.106735646
b2687,179334.11922646474,160649.96507253035,199535.32741221233,642542.8048891108,401289.095156297,423223.7682867921
b1667,387133.98408102506,295070.4268164911,323361.72595752234,196525.3854536027,164825.53535738154,415351.92412055255
b1128,293392.6780822396,315165.684919056,276751.1187282339,295785.8114020349,342945.52794148016,328098.8466168675
b0194,159007.4787049926,244163.3584737201,248223.7893310442,613050.6200069479,384522.8745923595,329448.8207006103
b2209,180493.49579009565,238526.21131051774,209944.09815594385,473927.84805263963,385189.84034738486,451617.7636459545
b2369,359458.3668802353,371297.3365984152,366959.5367312396,155776.8905170696,267504.0279907576,238632.57515185387
b4122,56938.53200455328,100381.64892230937,137836.59839571663,124687.288416756,874045.0465515107,701558.0950075096
b3923,276138.15076277725,242075.73038002886,310995.79807100375,266937.03067718254,210767.08093981596,514371.9399064138
b0426,215551.72880126652,268702.17707852565,269058.971229187,558808.9088788632,338107.9603944116,259042.31687668827
b4335,235592.8278613856,330631.7747399235,224017.43210773068,128562.06923431251,591133.5193844867,326564.3513307906
b3283,349722.5765061553,359238.3440360896,379500.0118392212,188509.5876154646,228666.553052115,233095.87861515224
b3979,150610.21282509103,198683.0205540743,293232.832959143,572410.446662822,526084.8805085304,200957.3754086246
b1048,229218.60367753636,311271.59695203864,326354.09667441173,308110.9815067852,330632.0415863136,302753.69296293723
b1676,212864.5098430532,164876.67688194042,145522.2467960921,510263.86944785964,540223.3740447044,346998.48378926684
b2943,178439.94418447412,168770.7648489578,151127.2551789221,613727.95622935,635149.7178050693,212294.82468536805
b0866,288159.8374384291,308637.25287430413,315484.8183676715,239907.53067300178,270013.70798223343,344054.6282853627
b0131,228398.74764603487,285919.5957491183,269846.2906111051,355558.44914002344,361516.68769025605,325757.33618724917
b1275,242294.05569138716,375483.6189905179,427275.8146160418,314791.683091518,240215.0946121375,164925.8990195205
b3390,187576.48864239943,242042.65176586824,248757.64386477406,424051.62760651065,430758.3572951503,336637.7243248778
b2869,316669.3921674446,357616.5730918268,410387.44249683066,142317.60639060944,231447.74122705244,248571.2688775708
b3428,254183.53275890567,284118.64897815225,280634.79440578533,300407.097651603,365612.91984943807,311226.82173678256
b2584,362417.04580307746,424722.0550189653,375867.01568185596,115761.85021828212,191331.8168854144,199826.9179276585
b2147,146722.93742382116,188986.39235305155,219611.97165112503,188535.68920399647,598888.0291982236,509604.0817127707
b3619,215065.9171642795,243589.9958282697,226758.19486176647,375246.877369615,386469.4702207432,384402.2040623955
b0631,76267.73317472354,135988.0205150159,110865.33890901605,737897.1281137483,571753.7374371404,364397.56060935196
b2414,283761.71662821795,260923.18964842442,218119.03584201608,398200.6143245439,317375.3594112085,320033.9975148533
b1611,510279.8021561903,528418.9161604815,254497.27643437072,65046.46370085342,41540.7520696302,178549.71445851808
b0932,285474.9653963365,303680.9738525741,243127.56752992544,356418.49648214865,263071.3617781557,315625.63752575754
b2702,5623.993330595516,9015.760059550372,11590.678259276077,1454758.9860296603,619807.1444987612,74390.67714098548
b4069,362053.27380436735,385792.2015535117,210684.99540449417,462098.60812999494,50462.74707225211,245715.4321081133
b3891,389108.522843916,333510.5330222891,283883.41529886506,212906.74241620602,204309.90805488057,249167.2511517762
b2717,388251.11615448317,504116.2421067669,465902.7433487334,43465.67030270105,68922.94260691755,103242.79410594281
b3162,56257.92632954728,85681.88032949578,103057.13607654955,564184.5310370023,983986.973327667,201185.37574484196
b2400,149985.1508316085,220348.59397887436,233978.69348579645,504777.31553846004,429889.5311080731,313905.56057066657
b0396,209247.9121010386,210512.3005180624,258025.35857032466,380073.0610891583,465246.9794169552,283693.9253218457
b0928,230773.04445482016,338176.4553197205,283295.7110904285,286707.67891064956,278111.7346715674,321766.80007010524
b4173,216174.44387862834,240442.93323104587,236600.61557841062,410271.29394110845,355501.01072103647,333968.52969111456
b0930,122059.97821664989,171787.35069032593,194277.5565869736,558814.1291965696,444572.22148153314,387687.5298372857
b4328,272524.6822422569,339819.3598230303,291316.5272937196,109898.12835459692,76614.88749142198,572892.7331799907
b0134,250663.1585778402,268430.19736209407,255655.04444056403,356491.5809300379,318134.4018545382,297439.6944290525
b4055,299766.9022660888,345064.1578682722,277790.974515673,176962.2448489641,397636.71985355654,190301.8062071731
b0168,265234.37846595707,295951.6043437138,298077.44679740816,342006.5043742751,301524.0033785005,221037.31199595387
b1084,184742.97857932848,263281.8786081539,243421.88385547738,337647.53908945236,450800.3831160705,285750.1702145223
b2890,99751.75818392466,168697.2568174898,176073.5812081186,731101.5795394753,453199.0988934359,260779.36129866054
b2909,253665.64660160226,276228.48065045563,299965.8991828109,296949.9422505564,308844.10009869875,266204.7088339537
b2891,106662.643854043,168521.75639235997,146407.98110075,610939.0014947194,525351.808413184,308768.65997235535
b4043,257247.04060180622,285391.256772942,301046.6064476136,299917.6928666303,329769.11775105074,215040.37292009714
b0680,144948.66883656415,192115.07794240836,181587.60220954765,526884.0559455296,491835.89387038944,280351.33434623113
b0226,320200.7186237401,249717.80910152095,318774.29073811485,265338.30837960535,242433.19842398277,255589.4373663453
b4457,445118.45837004157,363907.02288470103,336399.84633520694,50712.77635857552,131962.42092525776,207661.64576009518
b3922,223870.76414381107,193628.42454025583,267923.4858470102,297485.0248154598,276331.58536434936,450576.3853661152
b1479,181278.93038516003,188653.76851065885,170183.5409264102,579658.857798123,326738.8503295463,344068.4143522037
b0740,174598.0424948713,269552.11369237443,265314.561951739,478701.8285951192,272484.4324517343,279005.6021292086
b1103,212608.69598589579,233261.19855662214,214190.79491643157,441607.55605304823,320450.48470650223,312575.7353538453
b2309,338341.59793145733,342598.8822629141,262798.4823232034,226119.36653104,120864.81904385415,310967.00740016275
b1051,150779.97309115576,136413.44824713696,102216.89546259209,774954.8584318745,236716.18045657105,433490.1462166539
b1482,259535.28381949879,170130.66343111583,116243.8072810111,419838.8312174664,247937.73172607672,498203.00443522236
b4023,312692.9339535877,314935.05347032513,342857.16508667,165211.309691915,194155.5019934154,253999.79781290423
b0990,117189.3449608024,154081.1036104711,212045.16391217115,495583.0309781079,532134.7911182734,281043.81908832386
b1661,368355.52589384816,264713.44752099324,240895.5913576009,272270.89029367076,213255.51246476002,244455.59769217737
b3169,122523.1029978034,203473.90650500127,230146.08215494963,475838.48433317273,503010.2263253801,233594.29795479018
b1176,228459.76746517335,277168.4646028527,299277.9231662999,299194.67886429746,290919.83810877934,256514.16431137573
b3506,411778.95026460424,301640.20712894376,235565.40200430836,25104.507849955186,97687.46393913351,448006.8746002795
b3916,182445.34769715308,188481.02463670904,164462.47721016066,485296.3949376968,378619.3423076133,343625.13927993
b2697,146557.0886846243,214811.60150854714,212607.80016858908,579450.0450898681,357191.4442806759,249078.1719506494
b2799,321305.33381122106,315135.36285607546,323521.41809630767,137945.59031152076,178616.97060686973,286318.58035504556
b3168,113039.99725938654,211206.03256504168,240059.99295698022,550838.7888206558,431720.44064089475,220011.84071631575
b1236,124405.32972661308,159844.1332775624,146937.1934211431,586792.4219438839,466887.8332213538,304555.4258523945
b0687,200042.5247702391,268089.3038661612,283809.13988547656,307280.95099147165,359421.3527961499,243711.15008276067
b0434,166966.6535756949,278357.45701184764,304583.97301024117,307170.0192402112,332918.6126792057,276512.44496433873
b3559,96602.19674993139,136291.2411448214,147566.67754961067,697006.3795197165,493866.30289453734,247380.3647958401
b2280,142381.14260050707,159911.20935627693,130100.81409130392,549266.1681116105,298406.3811501432,462121.68611215445
b2514,188636.51242358692,247617.31710232282,248085.45137360808,289017.6694957203,382922.1567802988,298502.28204249346
b3038,213573.27851150773,235833.06080760882,234949.84451585112,319188.495679712,380238.9476454801,268993.7362025661
b1866,135496.85531309008,183106.6686860048,169604.19270197986,445987.4026086965,481117.22297546925,313770.8813022963
b2780,155251.6306064825,204688.62672501,227301.33382216992,454037.13251192606,382710.8525853439,270612.0083563694
b1187,207245.21034469912,271782.16359703493,316745.64350994135,221025.64152904504,347452.5637869433,236260.3111885132
b1583,233073.02225311627,264460.76366282196,336240.1541964216,236634.39147110493,255266.09173881513,255111.16689362886
b1539,195139.03468870168,216992.03349196672,205851.52287823727,439348.46356561466,337839.9936220386,269081.75493701285
b2914,142295.87131478792,190967.43380111418,201696.7419418178,454855.41731240024,299007.2405648474,394454.367722881
b3238,349471.4564812393,218864.65059361406,310086.852699662,284738.31405591976,262603.89551445656,127006.79193987264
b2282,94054.22814821354,133915.09402761824,97376.9238376637,771073.5522171851,272858.64155676623,408538.4257010337
b0453,312639.737188185,180971.26037185933,116420.21138780881,589231.6153921874,131552.79770933956,308206.6126319125
b3836,239040.44764270907,268785.7924643205,275682.4812181068,274857.55771717936,272391.17529306706,239917.86076811177
b2284,106471.7613428919,158111.18143570426,131137.8845507409,755702.3267307653,227543.92573701928,360019.95415397856
b3560,89821.95607719925,156953.42994008324,156716.48003640704,535407.5296806126,493708.1198659119,289310.1568595534
b1130,227589.84388976338,259781.9774598837,277686.9889369291,314640.2938780332,247543.4546248759,246082.35357942127
b2994,141388.3970814466,229403.86460533878,247095.73149020626,123426.58169066656,501136.8198594948,356971.1124487464
b3187,205017.986946145,266947.17282722716,289500.4934363707,255868.65206024193,284731.81246657984,264588.55761351064
b2399,257218.09530298415,308945.9866064697,403750.9343105678,137555.37156296926,196939.0511090786,189843.6846013782
b1623,189107.46025847612,248344.12776346266,220484.70775843994,273587.71543510375,316841.78680718824,343039.7616725254
b3448,370882.3722504796,282656.75800233235,258399.52096526924,172994.80339211944,153045.6216062352,239240.22255954015
b0461,272506.6892186648,341032.24234225234,400152.2905318948,145011.2903270987,125205.40856815167,188657.02238636784
b2480,173336.9662326763,239463.43871173475,251088.96340250573,380321.0261802111,315411.0567273817,245992.21391161438
b1273,333277.735248338,288596.2069449469,293015.57737498166,151688.07667355175,195778.64874237083,216650.16134045974
b3541,291793.6458986623,277627.8897995277,153554.20431139148,301509.8897670746,214159.75276272354,305962.6651368617
b4330,314930.32732199825,375515.77875428513,320601.46590747207,2338.7023324557963,2680.8481940929296,403455.60890340654
b1020,680994.4807766596,359088.5714219735,194050.08813347132,36192.46265829472,17910.096345564914,25879.62886069095
b2297,132571.81552131145,182886.14459160078,179255.35422914862,348881.6627935704,620501.2610721326,194045.2535878582
b3388,168340.381811684,224117.7182923961,209177.20451270754,417926.8898575067,356408.7924300887,241295.40698553668
b4058,272836.0397809378,351389.52397609374,310616.06502005504,170986.28615459186,218358.68584347586,160624.64616511294
b1251,292068.2350847854,362116.18346806185,289139.3292387691,138936.14559630532,166733.17546379025,216924.82221060066
b4790,399208.08521670615,302755.69150647067,243709.70108235785,241310.49105658993,120661.77814143935,149370.97375609586
b0197,166469.88966347786,222812.9507338391,213571.5236573049,278912.43949560577,361641.817548721,341847.7971241146
b1817,132233.0772945556,160580.13244263575,162022.5298803483,411693.8305160955,510592.38746613695,268742.405599387
b0004,296175.33829602844,298345.2096183906,305569.9791229736,193740.34595725188,215754.56822296992,164500.65188080812
b2704,5931.43934240857,4970.061777630244,7987.392267266268,1391722.3446457612,424002.5254084071,74089.50460384254
b2097,159779.6141087063,115158.60094816434,56719.49099146386,503812.8618422073,247850.37691922384,560157.5888189008
b3500,236879.72020090843,304062.29676581436,259258.33043257383,242212.30094036614,228410.39098337077,236141.53892034417
b0865,209535.01817313881,136463.06616837785,106245.4081962511,454398.63951309246,236010.2591795708,460646.57696016214
b3093,262863.9931840396,267951.4763071587,228518.52215907403,123001.12579759702,444325.50317569193,172846.5246530437
b0458,283136.65463473543,326154.21677312884,378210.4049742633,196611.52069575788,98127.77938448651,153186.53287102646
b0894,154885.51169165169,193593.50822530853,232427.26578864406,142865.73974977876,526063.6320419987,302705.9719623336
b2936,251650.42795928568,277305.3733114619,224129.7736704808,315240.63041426626,180505.7231874724,253956.31867902091
b2344,393773.4097865146,326086.22184402094,171838.02575963913,319042.3267839335,118987.87116688023,113629.0047706538
b3416,111914.25982681915,177655.12930225913,204294.52452508075,123118.58294599045,885889.8861726153,98762.32238260159
b3418,243964.27766395934,250937.1235734964,220001.91757141467,352975.69695479464,255588.36014788045,194622.1474618221
b0441,135329.4419631461,203301.16263105147,229285.41580231034,340125.8849205537,396203.62883302424,270357.49635315
b1188,387726.1892488176,194787.0948862702,118430.2897626352,244237.78421043945,232218.58837401093,287543.41937053885
b4051,298240.6244822535,270111.6935819246,238861.37347342324,195696.66001771574,160666.738268967,287765.05690667575
b0863,177660.76803239828,186707.6433775435,143700.64228273905,439612.0896097866,286383.2905042443,342704.65420161985
b2877,259619.77279984436,299379.8351613027,408251.0959192438,97785.68619638139,178654.74565848178,172821.0734527218
b3279,228853.26706807912,239866.8140344154,257523.99952995227,301432.8900809056,245202.58189529146,229321.6777007448
b0159,205974.74641802127,203457.36719792098,191293.54185409044,357859.30416910804,303576.84133954305,277010.8643039767
b3699,202950.3538437992,284555.10291499353,258200.83423445502,265637.17156829534,260717.50387457962,220981.10726190958
b2027,118649.12678788422,215336.26508315,287601.82818162703,326887.15921718784,365503.13610569056,234602.80176754697
b2874,338192.959910479,252177.57160451895,493168.31916098594,9942.095071790322,227242.90579448573,40830.08811646955
b1562,283772.6689034479,196552.2064918956,188571.34795340177,311675.1534208124,241014.273047805,268950.2570686828
b4484,282147.8206425428,241424.2654511437,291508.7149258623,167281.1656624925,241246.82570929173,216896.18961023848
b0369,217682.72863887151,266283.7628432284,269104.4649198874,281326.836434804,234007.00097376909,212639.4763563943
b2341,407937.830880375,415264.3279202136,289870.0136179785,92160.79386776281,68317.36131076183,60726.563968144845
b2876,269734.9812801059,316156.20564308733,311402.45595930587,68456.63624254259,249060.35904117243,194675.17079582615
b1283,336899.02682259405,308866.04662224825,128218.8608045727,159938.7888084767,136507.23182233298,347090.7443904339
b2295,223496.039869871,278765.4265864951,396516.5090465275,146961.07899042958,186221.56068452128,188638.99445280645
b1967,201682.23683324206,136719.42542812251,138108.63209725203,384452.90764480655,226889.9451559856,447115.0221223316
b3542,289866.82776355906,276935.99545333517,140345.25048291337,234150.82532229723,164313.21121989304,339823.3662318404
b1267,269598.0778397311,278883.9582872372,284940.91149698384,188526.5536480103,210281.90762067365,195337.96247087664
b0422,211686.35795045662,277726.20679161616,290417.7947917187,196796.84197433418,248315.48224219726,216005.39759897065
b2294,175241.09751194593,234701.03712300162,230810.84710477674,309859.78793842066,272329.7908341975,265628.8754266699
b2670,242718.06520386215,218453.00561739327,285587.10759346385,195834.99843693466,172401.79414632404,304285.00684897386
b0800,267510.1047976725,264481.89722186903,232653.80579947899,164255.99155164845,244350.2822932945,234794.7462366416
b2564,223064.2073036603,251538.9705811407,243762.62231439716,228327.56092083643,218984.3351358005,259726.31788534037
b1422,417456.1403606025,378198.8219028672,314186.85551870737,84642.23129115687,30567.099576328626,50917.24717739778
b0606,93523.82510493301,159393.89658482088,163182.15477187632,505245.83905260713,362126.9908678633,272627.95551520295
b2959,140017.0157615782,192248.31124944412,200367.2120421636,379059.014374695,274828.8465924074,305466.36673058383
b3782,246071.8083403572,217525.8855705031,256358.8039824201,222659.6009711403,273310.761705748,196202.24281514247
b2866,297549.8488373911,295202.7412731335,318846.70926616865,26691.484432693047,237315.8594009124,156355.20731110778
b1832,188031.79036981723,231430.8485730689,228226.99116152414,316343.4225297379,246014.7455049506,222080.81120915333
b1092,103505.25936631404,157891.5761916936,160552.80513792328,547230.2442061245,296407.844825793,265212.11202139815
b3200,166082.64850356066,216210.09180722586,208212.55258132433,294940.1199336022,335258.3049384273,227459.49821052296
b0642,129632.69423280856,177285.75144413242,186016.27373283723,404954.40035716596,340965.87914293597,247318.85772839544
b1067,232188.2348756085,302455.2274278452,265044.3851355383,169563.74957960477,165575.13403780822,221061.7027295957
b0489,293542.88071396505,323771.6377031723,342297.3141582541,102966.85151995812,100692.94148301752,136921.0949319477
b2938,128003.15213966202,186814.2300231721,198020.10897908686,404012.13301116537,323766.4259558228,237173.37300006277
b1305,308914.3989992441,269128.52366104006,318933.0544342328,49047.49501024203,93741.15151603677,252010.36232107272
b3192,192767.86710141067,227972.29569249944,218184.9552713984,291459.473102877,246270.90757369486,233237.98115028304
b3498,124407.6766427338,120670.7844578711,90248.341037702,639988.7644512671,332518.4332261905,235182.87704155117
b4111,262695.01522334846,227789.4444642228,150745.66524263864,312533.89568351104,191582.07660234426,246329.44231588006
b3925,241032.19712381857,284081.89496241824,200593.75205299852,184617.84076536237,201728.21937126928,247957.25866980405
b4032,9905.550640144726,15218.00021466299,46522.405175889595,95137.6800398229,1412492.9931704486,31917.92613707082
b1714,51855.89399246828,110549.64737512065,126828.98213154031,667709.9565515425,395142.38597679813,221934.46680730217
b2149,180432.4759709572,356179.4910766274,245079.1540167084,357206.7644558112,57759.23438519284,181897.60776753305
b2157,247358.70067988004,291740.51299099065,261431.81471685495,173176.20943241596,182158.38169549976,181520.0816294243
b0488,310669.10995216185,304804.7278836412,315269.41966884484,95824.15181821115,91903.1591610378,161398.78684157188
b1678,280619.1959425868,186737.0465901307,192034.43910264078,266563.77796117676,246000.5798605961,200178.99286544533
b2523,167444.64215894623,195121.5564294496,222625.69654936358,346159.26710969605,250112.15813449555,239671.83249833304
b0346,449111.3449967434,393146.6801018853,198630.09581153994,100680.35236456606,24190.198676068827,58305.51853752046
b0621,27263.342268918313,64700.85044774148,92830.34009561987,124165.25664611855,1044990.1402700449,191381.3612874953
b1563,224579.5328122656,217746.40966490709,175396.74650361584,336536.9164974212,192321.05104950504,232846.66894533325
b4529,155986.21535226484,229678.60087295042,214788.71199420904,189290.0251125676,306362.751395932,282062.9275678815
b3125,147258.03429934313,260631.91407373245,226298.6157414251,106986.49615386652,401834.472463946,220775.3767259739
b4033,6515.821456465442,7080.661131155235,12885.855780238118,105694.46752153881,1428429.3430692838,25110.7905176324
b3838,171048.72301498373,204246.65968580864,206733.54341222576,329485.57235553575,249517.20107160573,228622.83015857157
b3356,250958.8700090497,283433.18658471317,226342.25254679084,158358.33762287183,191103.98610537918,197655.0821668531
b0209,244825.59588026002,212173.58202923925,187893.58480623167,263368.94352487556,205615.50827622216,230559.24231639903
b0196,176726.69541635556,238159.5900035711,255689.39681925622,215620.0025440942,239559.93356074096,222795.56575152776
b3363,167511.1381156997,232063.01764369372,253323.72490283236,241442.3040786759,242940.80068001975,208943.74997631283
b3543,261078.77232155262,252118.76517934454,123809.68657729762,195688.82954115618,152478.99583205438,316677.62047239766
b3440,221742.8935277004,226965.23566138782,222141.04947700357,191063.62805330835,233056.72233165335,215124.14978782352
b1199,196296.06433621186,185238.40159857683,208422.38062414687,246350.70780209455,293217.03343493736,213266.21216432203
b3604,213163.35049575698,266716.5413784963,170560.48864935685,557622.5916800896,28089.292284650488,123584.66596325202
b4016,260492.82559674862,220787.80446689564,145834.20353232382,416189.8291407106,119842.53170960295,171001.3126297032
b3181,51751.84737778345,114995.04557814804,131440.55686029905,403701.52410763607,532530.248689837,230753.30771885382
b4234,249833.91488185586,249544.1463771778,238736.9621559975,197025.23087398807,149516.01522123392,186044.03248664882
b3865,187581.18247464084,243170.08119850873,258181.33693844054,173835.27454284576,244830.73373098532,186365.3538907133
b3871,54134.749545678,81940.3215277745,110858.83981034455,608888.7217155407,442828.6667555643,188445.98951703176
b1805,397447.11582079984,334481.75788806006,246209.068742881,77692.68334454576,64942.39654329741,46854.59932600837
b1306,285393.6056374852,288473.99984263134,268666.23998089525,42649.99566108003,94249.93424243662,224800.9082435605
b3061,313166.2287045976,314075.00950214954,507456.12336893205,1402.960383588159,1809.6610662899432,962.9037455133333
b1480,261825.87395331208,197625.4237513284,173333.74689675012,181959.39397339112,190051.0065416932,265868.54089636815
b3468,299791.1537326695,297840.7607524414,297142.5050313804,92851.18088443084,97699.26864276227,111432.77827620655
b3128,97378.24368051294,217301.68607452567,179760.42704019047,161871.61143926188,537733.7620493975,161031.86537026393
b1841,250808.66737732422,246940.12436242384,214734.86231950237,207706.00090123038,149658.852135142,188657.02238636784
b3797,111042.77164066205,210110.76289616845,243116.42621791718,245100.44171141784,319174.39624423254,205187.57699546678
b0484,249556.19647423847,297767.2527209734,231546.17369732293,101900.60162843112,131788.8917819149,214093.37617478502
b3180,180593.63087791263,252609.43128939345,294616.2125335039,190947.4759843415,214597.70726735078,140319.89064160656
b1647,178342.93831815143,192043.40761172705,147411.62762416218,248019.9043887078,381942.36637911113,183769.33145787558
b2346,189715.3115337401,227453.14522025667,210279.26595885947,246254.13192452662,208151.15861568126,209451.71351607153
b2080,260907.44744474077,149453.7730295604,112432.55013151349,197401.09374884705,141547.84027181636,413305.2234279967
b3209,190836.35513406608,255152.80917818632,237850.29940867223,184149.31725121525,143303.19970141398,248024.06807064914
b3009,208533.66729496908,257268.9216340714,334060.17081346904,89662.87184526259,180904.72217012473,150014.6770309049
b1618,239414.38961127558,289912.00070822414,303930.3493724223,97965.7871572513,129097.41935455607,144063.33802229163
b1105,162825.9112333883,156481.14083790133,142554.94403122136,317384.87591215956,259682.23136633675,287660.07070534775
b3567,124224.61718531839,172766.84520963705,136720.61030955435,103721.18742852924,562824.6596123412,228145.6201525352
b3961,171408.58348682598,217525.8855705031,191459.7330915472,231719.4623505533,227758.77134306284,245348.51063680535
b2992,141010.54358601224,179604.01098655452,165282.2920854363,107606.40888149849,443324.4643079725,264580.07388007
b1782,59261.9789640565,112827.47750023534,141809.40456933423,572952.0546248584,300520.60357005533,227955.79661680077
b1908,199408.07511227377,279473.86023976794,240033.99656229425,124876.52493361208,181478.43076648278,200853.4496739767
b3636,121490.45990469086,160501.11130880765,183945.84658463267,349389.3386905153,343886.3628206929,178684.39372688832
b2729,105950.7459640942,144056.4458190224,157576.21794637898,163217.14832807993,622305.0197866083,146760.10478973703
b1910,197543.8414070562,195724.32228748722,267026.610230344,194519.4783749283,195798.71673853972,194527.76592729494
b0581,84420.91977807123,56730.74213582343,44213.36826217447,545991.723830287,309610.2253642057,371336.1940971204
