gene_id,gene_name,mean_control,mean_treatment,log2_fold_change,pvalue,padj,significant
b0005,yaaX,5.06826275392606,3.8726969957343536,-1.1955657581917063,0.0005544752031021,0.0378496772203326,True
Novel00042,-,4.302475022917631,4.832908207031967,0.5304331841143366,0.0048176553273348,0.0585952225178282,False
b0056,yabP,4.253457244100077,4.813983378684143,0.560526134584066,0.1237559151771725,0.2464137299534828,False
b2380,pyrS,4.397593303989351,4.727803274332486,0.3302099703431356,0.1781169882061251,0.3112885681733215,False
b0502,ylbG,5.051212484046174,3.846484292966191,-1.2047281910799836,0.0057484533327211,0.0623165665634121,False
b2753,iap,4.211778835625854,4.842113001081859,0.6303341654560057,0.0708852491066049,0.1769371512738837,False
b0272,xynR,4.318607006727045,4.793966825087541,0.4753598183604959,0.0323512779912173,0.1173038734145118,False
b0730,mngR,4.542457814250508,4.590369362687075,0.0479115484365673,0.8370892808087664,0.8904977821849651,False
b2963,mltC,4.121517732333768,4.895200550299129,0.7736828179653612,0.0301264927445653,0.1130499159177335,False
b3473,yhhS,4.492012836226291,4.63911678260079,0.1471039463744992,0.4840017237612568,0.6195663822705421,False
Novel00079,-,4.140322184626153,4.853358084584378,0.7130358999582249,0.1143442031759954,0.2346487351869536,False
b3513,mdtE,4.884228453941799,3.7515693672622654,-1.1326590866795327,0.2499686990458215,0.3926704659844757,False
b4481,wecF,4.04367638768321,4.936037033357214,0.8923606456740041,0.0144120493893036,0.0827810613219476,False
b1808,yoaA,4.606649982971355,4.5419288689419846,-0.0647211140293704,0.4440978231077107,0.5839762760349856,False
b0906,ycaP,4.058990844555749,4.874160244200767,0.8151693996450176,0.1148851981267407,0.2352211538288377,False
b0033,carB,4.77715782399071,4.0710787792837095,-0.7060790447070007,0.2642635994696536,0.4074252952318123,False
b1628,rsxB,3.6081782640187305,5.0524753483935845,1.444297084374854,0.0196812043040399,0.0945709260348301,False
b1385,feaB,4.8021970453266976,4.248198335589237,-0.5539987097374608,0.0737432472220534,0.1798693986590086,False
Novel00327,-,4.451581359651829,4.665500796668927,0.2139194370170978,0.1556587594752652,0.2851414336836695,False
